epoch,from,address,tags,args,hex
1790401820.288,127.0.0.1:8000,/float-1,",f",[0.0],2f666c6f61742d31000000002c66000000000000
1790401820.310,127.0.0.1:8000,/float-1,",f",[3.8e-05],2f666c6f61742d31000000002c660000381ede69
1790401820.320,127.0.0.1:8000,/float-1,",f",[7.6e-05],2f666c6f61742d31000000002c660000389ede69
1790401820.342,127.0.0.1:8000,/float-1,",f",[0.000114],2f666c6f61742d31000000002c66000038ee4d9e
1790401820.362,127.0.0.1:8000,/float-1,",f",[0.000152],2f666c6f61742d31000000002c660000391ede69
1790401820.373,127.0.0.1:8000,/float-1,",f",[0.000189],2f666c6f61742d31000000002c66000039469604
1790401820.394,127.0.0.1:8000,/float-1,",f",[0.000227],2f666c6f61742d31000000002c660000396e4d9e
1790401820.405,127.0.0.1:8000,/float-1,",f",[0.000265],2f666c6f61742d31000000002c660000398b029c
1790401820.425,127.0.0.1:8000,/float-1,",f",[0.000303],2f666c6f61742d31000000002c660000399ede69
1790401820.446,127.0.0.1:8000,/float-1,",f",[0.000341],2f666c6f61742d31000000002c66000039b2ba37
1790401820.456,127.0.0.1:8000,/float-1,",f",[0.000379],2f666c6f61742d31000000002c66000039c69604
1790401820.478,127.0.0.1:8000,/float-1,",f",[0.000417],2f666c6f61742d31000000002c66000039da71d1
1790401820.488,127.0.0.1:8000,/float-1,",f",[0.000455],2f666c6f61742d31000000002c66000039ee4d9e
1790401820.510,127.0.0.1:8000,/float-1,",f",[0.000492],2f666c6f61742d31000000002c6600003a0114b6
1790401820.520,127.0.0.1:8000,/float-1,",f",[0.00053],2f666c6f61742d31000000002c6600003a0b029c
1790401820.541,127.0.0.1:8000,/float-1,",f",[0.000568],2f666c6f61742d31000000002c6600003a14f083
1790401820.562,127.0.0.1:8000,/float-1,",f",[0.000606],2f666c6f61742d31000000002c6600003a1ede69
1790401820.573,127.0.0.1:8000,/float-1,",f",[0.000644],2f666c6f61742d31000000002c6600003a28cc50
1790401820.593,127.0.0.1:8000,/float-1,",f",[0.000682],2f666c6f61742d31000000002c6600003a32ba37
1790401820.604,127.0.0.1:8000,/float-1,",f",[0.00072],2f666c6f61742d31000000002c6600003a3ca81d
1790401820.624,127.0.0.1:8000,/float-1,",f",[0.000758],2f666c6f61742d31000000002c6600003a469604
1790401820.645,127.0.0.1:8000,/float-1,",f",[0.000795],2f666c6f61742d31000000002c6600003a5083ea
1790401820.655,127.0.0.1:8000,/float-1,",f",[0.000833],2f666c6f61742d31000000002c6600003a5a71d1
1790401820.676,127.0.0.1:8000,/float-1,",f",[0.000871],2f666c6f61742d31000000002c6600003a645fb8
1790401820.697,127.0.0.1:8000,/float-1,",f",[0.000909],2f666c6f61742d31000000002c6600003a6e4d9e
1790401820.707,127.0.0.1:8000,/float-1,",f",[0.000947],2f666c6f61742d31000000002c6600003a783b85
1790401820.728,127.0.0.1:8000,/float-1,",f",[0.000985],2f666c6f61742d31000000002c6600003a8114b6
1790401820.738,127.0.0.1:8000,/float-1,",f",[0.001023],2f666c6f61742d31000000002c6600003a860ba9
1790401820.759,127.0.0.1:8000,/float-1,",f",[0.001061],2f666c6f61742d31000000002c6600003a8b029c
1790401820.770,127.0.0.1:8000,/float-1,",f",[0.001098],2f666c6f61742d31000000002c6600003a8ff990
1790401820.791,127.0.0.1:8000,/float-1,",f",[0.001136],2f666c6f61742d31000000002c6600003a94f083
1790401820.812,127.0.0.1:8000,/float-1,",f",[0.001174],2f666c6f61742d31000000002c6600003a99e776
1790401820.822,127.0.0.1:8000,/float-1,",f",[0.001212],2f666c6f61742d31000000002c6600003a9ede69
1790401820.843,127.0.0.1:8000,/float-1,",f",[0.00125],2f666c6f61742d31000000002c6600003aa3d55d
1790401820.853,127.0.0.1:8000,/float-1,",f",[0.001288],2f666c6f61742d31000000002c6600003aa8cc50
1790401820.874,127.0.0.1:8000,/float-1,",f",[0.001326],2f666c6f61742d31000000002c6600003aadc343
1790401820.895,127.0.0.1:8000,/float-1,",f",[0.001364],2f666c6f61742d31000000002c6600003ab2ba37
1790401820.905,127.0.0.1:8000,/float-1,",f",[0.001401],2f666c6f61742d31000000002c6600003ab7b12a
1790401820.926,127.0.0.1:8000,/float-1,",f",[0.001439],2f666c6f61742d31000000002c6600003abca81d
1790401820.937,127.0.0.1:8000,/float-1,",f",[0.001477],2f666c6f61742d31000000002c6600003ac19f11
1790401820.958,127.0.0.1:8000,/float-1,",f",[0.001515],2f666c6f61742d31000000002c6600003ac69604
1790401820.978,127.0.0.1:8000,/float-1,",f",[0.001553],2f666c6f61742d31000000002c6600003acb8cf7
1790401820.989,127.0.0.1:8000,/float-1,",f",[0.001591],2f666c6f61742d31000000002c6600003ad083ea
1790401821.010,127.0.0.1:8000,/float-1,",f",[0.001629],2f666c6f61742d31000000002c6600003ad57ade
1790401821.021,127.0.0.1:8000,/float-1,",f",[0.001667],2f666c6f61742d31000000002c6600003ada71d1
1790401821.042,127.0.0.1:8000,/float-1,",f",[0.001704],2f666c6f61742d31000000002c6600003adf68c4
1790401821.063,127.0.0.1:8000,/float-1,",f",[0.001742],2f666c6f61742d31000000002c6600003ae45fb8
1790401821.073,127.0.0.1:8000,/float-1,",f",[0.00178],2f666c6f61742d31000000002c6600003ae956ab
1790401821.094,127.0.0.1:8000,/float-1,",f",[0.001818],2f666c6f61742d31000000002c6600003aee4d9e
1790401821.105,127.0.0.1:8000,/float-1,",f",[0.001856],2f666c6f61742d31000000002c6600003af34491
1790401821.125,127.0.0.1:8000,/float-1,",f",[0.001894],2f666c6f61742d31000000002c6600003af83b85
1790401821.146,127.0.0.1:8000,/float-1,",f",[0.001932],2f666c6f61742d31000000002c6600003afd3278
1790401821.156,127.0.0.1:8000,/float-1,",f",[0.00197],2f666c6f61742d31000000002c6600003b0114b6
1790401821.177,127.0.0.1:8000,/float-1,",f",[0.002007],2f666c6f61742d31000000002c6600003b03902f
1790401821.187,127.0.0.1:8000,/float-1,",f",[0.002045],2f666c6f61742d31000000002c6600003b060ba9
1790401821.209,127.0.0.1:8000,/float-1,",f",[0.002083],2f666c6f61742d31000000002c6600003b088723
1790401821.220,127.0.0.1:8000,/float-1,",f",[0.002121],2f666c6f61742d31000000002c6600003b0b029c
1790401821.240,127.0.0.1:8000,/float-1,",f",[0.002159],2f666c6f61742d31000000002c6600003b0d7e16
1790401821.261,127.0.0.1:8000,/float-1,",f",[0.002197],2f666c6f61742d31000000002c6600003b0ff990
1790401821.271,127.0.0.1:8000,/float-1,",f",[0.002235],2f666c6f61742d31000000002c6600003b127509
1790401821.292,127.0.0.1:8000,/float-1,",f",[0.002273],2f666c6f61742d31000000002c6600003b14f083
1790401821.303,127.0.0.1:8000,/float-1,",f",[0.002311],2f666c6f61742d31000000002c6600003b176bfd
1790401821.324,127.0.0.1:8000,/float-1,",f",[0.002348],2f666c6f61742d31000000002c6600003b19e776
1790401821.345,127.0.0.1:8000,/float-1,",f",[0.002386],2f666c6f61742d31000000002c6600003b1c62f0
1790401821.356,127.0.0.1:8000,/float-1,",f",[0.002424],2f666c6f61742d31000000002c6600003b1ede69
1790401821.376,127.0.0.1:8000,/float-1,",f",[0.002462],2f666c6f61742d31000000002c6600003b2159e3
1790401821.397,127.0.0.1:8000,/float-1,",f",[0.0025],2f666c6f61742d31000000002c6600003b23d55d
1790401821.407,127.0.0.1:8000,/float-1,",f",[0.002538],2f666c6f61742d31000000002c6600003b2650d6
1790401821.428,127.0.0.1:8000,/float-1,",f",[0.002576],2f666c6f61742d31000000002c6600003b28cc50
1790401821.438,127.0.0.1:8000,/float-1,",f",[0.002614],2f666c6f61742d31000000002c6600003b2b47ca
1790401821.460,127.0.0.1:8000,/float-1,",f",[0.002651],2f666c6f61742d31000000002c6600003b2dc343
1790401821.470,127.0.0.1:8000,/float-1,",f",[0.002689],2f666c6f61742d31000000002c6600003b303ebd
1790401821.491,127.0.0.1:8000,/float-1,",f",[0.002727],2f666c6f61742d31000000002c6600003b32ba37
1790401821.511,127.0.0.1:8000,/float-1,",f",[0.002765],2f666c6f61742d31000000002c6600003b3535b0
1790401821.522,127.0.0.1:8000,/float-1,",f",[0.002803],2f666c6f61742d31000000002c6600003b37b12a
1790401821.542,127.0.0.1:8000,/float-1,",f",[0.002841],2f666c6f61742d31000000002c6600003b3a2ca4
1790401821.562,127.0.0.1:8000,/float-1,",f",[0.002879],2f666c6f61742d31000000002c6600003b3ca81d
1790401821.572,127.0.0.1:8000,/float-1,",f",[0.002917],2f666c6f61742d31000000002c6600003b3f2397
1790401821.594,127.0.0.1:8000,/float-1,",f",[0.002954],2f666c6f61742d31000000002c6600003b419f11
1790401821.604,127.0.0.1:8000,/float-1,",f",[0.002992],2f666c6f61742d31000000002c6600003b441a8a
1790401821.626,127.0.0.1:8000,/float-1,",f",[0.00303],2f666c6f61742d31000000002c6600003b469604
1790401821.646,127.0.0.1:8000,/float-1,",f",[0.003068],2f666c6f61742d31000000002c6600003b49117d
1790401821.657,127.0.0.1:8000,/float-1,",f",[0.003106],2f666c6f61742d31000000002c6600003b4b8cf7
1790401821.679,127.0.0.1:8000,/float-1,",f",[0.003144],2f666c6f61742d31000000002c6600003b4e0871
1790401821.689,127.0.0.1:8000,/float-1,",f",[0.003182],2f666c6f61742d31000000002c6600003b5083ea
1790401821.710,127.0.0.1:8000,/float-1,",f",[0.00322],2f666c6f61742d31000000002c6600003b52ff64
1790401821.720,127.0.0.1:8000,/float-1,",f",[0.003257],2f666c6f61742d31000000002c6600003b557ade
1790401821.740,127.0.0.1:8000,/float-1,",f",[0.003295],2f666c6f61742d31000000002c6600003b57f657
1790401821.761,127.0.0.1:8000,/float-1,",f",[0.003333],2f666c6f61742d31000000002c6600003b5a71d1
1790401821.771,127.0.0.1:8000,/float-1,",f",[0.003371],2f666c6f61742d31000000002c6600003b5ced4b
1790401821.792,127.0.0.1:8000,/float-1,",f",[0.003409],2f666c6f61742d31000000002c6600003b5f68c4
1790401821.812,127.0.0.1:8000,/float-1,",f",[0.003447],2f666c6f61742d31000000002c6600003b61e43e
1790401821.823,127.0.0.1:8000,/float-1,",f",[0.003485],2f666c6f61742d31000000002c6600003b645fb8
1790401821.843,127.0.0.1:8000,/float-1,",f",[0.003523],2f666c6f61742d31000000002c6600003b66db31
1790401821.854,127.0.0.1:8000,/float-1,",f",[0.00356],2f666c6f61742d31000000002c6600003b6956ab
